#name	value
ENSRNOT00000011438	NKIRAS1
ENSRNOT00000010759	Rpl15
ENSRNOT00000071751	NR1D2
ENSRNOT00000061402	Thrb
ENSRNOT00000008989	Thrb
ENSRNOT00000008752	Thrb
ENSRNOT00000036872	Rarb
ENSRNOT00000065435	Rarb
ENSRNOT00000033048	Rarb
ENSRNOT00000075125	Top2b
ENSRNOT00000008289	Ngly1
ENSRNOT00000008035	Oxsm
ENSRNOT00000007672	Lrrc3b
ENSRNOT00000030991	Nek10
ENSRNOT00000007795	Nek10
ENSRNOT00000008759	Slc4a7
ENSRNOT00000049771	Slc4a7
ENSRNOT00000068171	Slc4a7
ENSRNOT00000029318	Olr1605
ENSRNOT00000008798	Olr1606
ENSRNOT00000008805	Olr1607
ENSRNOT00000009249	Psmd6
ENSRNOT00000010103	Atxn7
ENSRNOT00000010675	Thoc7
ENSRNOT00000012452	Fezf2
ENSRNOT00000061214	RGD1306063
ENSRNOT00000042010	PTPRG
ENSRNOT00000039347	Sntn
ENSRNOT00000011307	Synpr
ENSRNOT00000012153	Cadps
ENSRNOT00000009393	Fhit
ENSRNOT00000061169	4930452B06Rik
ENSRNOT00000042545	Ptgdr
ENSRNOT00000061158	Fam107a
ENSRNOT00000071273	Fam107a
ENSRNOT00000009650	Fam3d
ENSRNOT00000010260	Acox2
ENSRNOT00000010303	Kctd6
ENSRNOT00000010545	Pdhb
ENSRNOT00000010763	Pxk
ENSRNOT00000070948	Rpp14
ENSRNOT00000061123	Rpp14
ENSRNOT00000012271	Abhd6
ENSRNOT00000012532	Dnase1l3
ENSRNOT00000066546	Flnb
ENSRNOT00000075184	SNIP1
ENSRNOT00000075209	Ptger2
ENSRNOT00000008372	Txndc16
ENSRNOT00000036235	Gpr137c
ENSRNOT00000035491	Rcor2l1
ENSRNOT00000009404	Ero1l
ENSRNOT00000009649	Psmc6
ENSRNOT00000010612	Styx
ENSRNOT00000012036	Gnpnat1
ENSRNOT00000012400	Fermt2
ENSRNOT00000032704	Ddhd1
ENSRNOT00000012957	Bmp4
ENSRNOT00000012985	CDKN3
ENSRNOT00000013331	Cnih1
ENSRNOT00000075602	Gmfb
ENSRNOT00000013912	Cgrrf1
ENSRNOT00000050345	RPL39
ENSRNOT00000060847	Samd4a
ENSRNOT00000014821	Gch1
ENSRNOT00000015100	Wdhd1
ENSRNOT00000015120	Socs4
ENSRNOT00000015511	Mapk1ip1l
ENSRNOT00000063807	Mapk1ip1l
ENSRNOT00000014216	Lgals3
ENSRNOT00000015553	Dlgap5
ENSRNOT00000015778	Fbxo34
ENSRNOT00000016274	Atg14
ENSRNOT00000037854	Ktn1
ENSRNOT00000016449	Ktn1
ENSRNOT00000060727	Ktn1
ENSRNOT00000037846	Ktn1
ENSRNOT00000060726	Ktn1
ENSRNOT00000052658	5S_rR1
ENSRNOT00000016629	Peli2
ENSRNOT00000017871	Tmem260
ENSRNOT00000074488	Otx2
ENSRNOT00000018109	OTX2
ENSRNOT00000067735	Exoc5
ENSRNOT00000018972	Ap5m1
ENSRNOT00000020074	Naa30
ENSRNOT00000020175	Slc35f4
ENSRNOT00000020139	Slc35f4
ENSRNOT00000041420	RGD1310110
ENSRNOT00000041733	Olr1624
ENSRNOT00000016643	Olr1625
ENSRNOT00000016667	Olr1626
ENSRNOT00000016674	Olr1627
ENSRNOT00000016683	Olr1630
ENSRNOT00000016693	Olr1608
ENSRNOT00000016702	Olr1609
ENSRNOT00000016721	Olr1611
ENSRNOT00000016727	Olr1612
ENSRNOT00000039925	Tlr11
ENSRNOT00000011549	Olr1614
ENSRNOT00000046583	Olr1615
ENSRNOT00000050095	Olr1616
ENSRNOT00000040603	Olr1617
ENSRNOT00000046317	Olr1619
ENSRNOT00000047008	Olr1620
ENSRNOT00000011632	Olr1621
ENSRNOT00000011636	Olr1622
ENSRNOT00000041030	Olr1631
ENSRNOT00000050189	Olr1632
ENSRNOT00000040096	Olr1635
ENSRNOT00000011741	Ttc5
ENSRNOT00000029488	Ccnb1ip1
ENSRNOT00000011840	Parp2
ENSRNOT00000012235	Tep1
ENSRNOT00000032992	Klhl33
ENSRNOT00000067400	A930018M24Rik
ENSRNOT00000012790	Osgep
ENSRNOT00000013176	Apex1
ENSRNOT00000013225	Tmem55b
ENSRNOT00000013582	Pnp
ENSRNOT00000013619	Rnase10
ENSRNOT00000040616	Rnase9
ENSRNOT00000060614	Rnase11
ENSRNOT00000064936	Rnase12
ENSRNOT00000034647	Olr1637
ENSRNOT00000041495	Rnase4
ENSRNOT00000064029	Ang
ENSRNOT00000043941	Eddm3b
ENSRNOT00000033739	Rnase6
ENSRNOT00000041822	Rnase1
ENSRNOT00000032536	Ang2
ENSRNOT00000046615	Rnase1l2
ENSRNOT00000050820	Rnase2
ENSRNOT00000048941	Rnase17
ENSRNOT00000071093	R1SE3
ENSRNOT00000040857	Ear11
ENSRNOT00000021645	Ear1
ENSRNOT00000064907	Mettl17
ENSRNOT00000013786	Slc39a2
ENSRNOT00000042055	Ndrg2
ENSRNOT00000040540	Ndrg2
ENSRNOT00000048723	Tppp2
ENSRNOT00000060539	Rnase13
ENSRNOT00000028919	Arhgef40
ENSRNOT00000015331	Arhgef40
ENSRNOT00000015418	Zfp219
ENSRNOT00000060521	Tmem253
ENSRNOT00000015439	Olr1638
ENSRNOT00000060514	Hnrnpc
ENSRNOT00000060495	RPGRIP1
ENSRNOT00000073260	Rpgrip1
ENSRNOT00000016288	Supt16h
ENSRNOT00000022593	Chd8
ENSRNOT00000060467	Rab2b
ENSRNOT00000017476	Tox4
ENSRNOT00000017720	Mettl3
ENSRNOT00000017730	Sall2
ENSRNOT00000044250	Olr1639
ENSRNOT00000047436	Olr1640
ENSRNOT00000060439	Olr1641
ENSRNOT00000060437	Olr1642
ENSRNOT00000017795	Olr1643
ENSRNOT00000060428	Olr1644
ENSRNOT00000060427	Olfr1507
ENSRNOT00000065142	Trav5-4
ENSRNOT00000060424	Trav5-4
ENSRNOT00000073133	Trav7-2
ENSRNOT00000068454	Trav4-2
ENSRNOT00000060357	RGD1564212
ENSRNOT00000064894	Trav10d
ENSRNOT00000066220	RGD1563780
ENSRNOT00000072888	Trav7d-5
ENSRNOT00000060322	Trav3-3
ENSRNOT00000035726	Trav19
ENSRNOT00000072962	Trac
ENSRNOT00000060254	Trac
ENSRNOT00000012019	Trac
ENSRNOT00000070848	Trac
ENSRNOT00000067689	Trac
ENSRNOT00000073853	Trac
ENSRNOT00000060250	Trac
ENSRNOT00000060253	Trac
ENSRNOT00000068094	Trac
ENSRNOT00000012233	Dad1
ENSRNOT00000012837	Abhd4
ENSRNOT00000052060	RGD1566241
ENSRNOT00000012866	Olr1646
ENSRNOT00000013246	Oxa1l
ENSRNOT00000014391	Slc7a7
ENSRNOT00000060193	Mrpl52
ENSRNOT00000042938	Mmp14
ENSRNOT00000075610	Mmp14
ENSRNOT00000015468	Lrp10
ENSRNOT00000016020	Rem2
ENSRNOT00000016302	Prmt5
ENSRNOT00000016401	Haus4
ENSRNOT00000017753	Ajuba
ENSRNOT00000017857	RGD1565222
ENSRNOT00000018005	Psmb5
ENSRNOT00000073767	Psmb11
ENSRNOT00000036150	Cdh24
ENSRNOT00000018982	Acin1
ENSRNOT00000049927	RGD1308430
ENSRNOT00000019155	Cebpe
ENSRNOT00000019618	Slc7a8
ENSRNOT00000019979	Homez
ENSRNOT00000019992	Ppp1r3e
ENSRNOT00000020409	Bcl2l2
ENSRNOT00000021096	Pabpn1
ENSRNOT00000021851	Slc22a17
ENSRNOT00000022514	Efs
ENSRNOT00000022563	Il25
ENSRNOT00000022664	Cmtm5
ENSRNOT00000023302	Myh6
ENSRNOT00000053706	Mir3546
ENSRNOT00000024186	Myh7
ENSRNOT00000063134	Mir208b
ENSRNOT00000024337	Ngdn
ENSRNOT00000034102	Zfhx2
ENSRNOT00000034073	Thtpa
ENSRNOT00000033977	Ap1g2
ENSRNOT00000033722	Jph4
ENSRNOT00000067607	RGD1564324
ENSRNOT00000024483	Dhrs2
ENSRNOT00000024782	Dhrs4
ENSRNOT00000032252	Lrrc16b
ENSRNOT00000024978	Cpne6
ENSRNOT00000024991	Nrl
ENSRNOT00000025260	Pck2
ENSRNOT00000059987	DCAF11
ENSRNOT00000025725	Fitm1
ENSRNOT00000025887	Psme1
ENSRNOT00000026001	Emc9
ENSRNOT00000026279	Psme2
ENSRNOT00000026333	Rnf31
ENSRNOT00000026364	Irf9
ENSRNOT00000026430	Rec8
ENSRNOT00000026552	Ipo4
ENSRNOT00000026734	Tm9sf1
ENSRNOT00000026819	TSSK4
ENSRNOT00000026914	Mdp1
ENSRNOT00000064916	Nedd8
ENSRNOT00000067150	Gmpr2
ENSRNOT00000027362	Tinf2
ENSRNOT00000027315	Tgm1
ENSRNOT00000048455	Rabggta
ENSRNOT00000027511	Dhrs1
ENSRNOT00000027604	Nop9
ENSRNOT00000027612	Cideb
ENSRNOT00000027619	Ltb4r2
ENSRNOT00000027647	Ltb4r
ENSRNOT00000027719	Adcy4
ENSRNOT00000067536	Adcy4
ENSRNOT00000027759	Ripk3
ENSRNOT00000027789	Nfatc4
ENSRNOT00000074659	Nynrin
ENSRNOT00000027794	Cbln3
ENSRNOT00000027802	Khnyn
ENSRNOT00000064643	Sdr39u1
ENSRNOT00000067539	Cma1
ENSRNOT00000072304	Mcpt1l1
ENSRNOT00000073868	Mcpt1l1
ENSRNOT00000028012	Mcpt1l1
ENSRNOT00000074208	Mcpt1l1
ENSRNOT00000073555	Mcpt8l2
ENSRNOT00000072426	Mcpt8
ENSRNOT00000049315	Mcpt8l3
ENSRNOT00000027950	MCPT8
ENSRNOT00000027918	Mcpt4
ENSRNOT00000041631	Mcpt3
ENSRNOT00000027931	Mcpt1
ENSRNOT00000045948	Mcpt1l4
ENSRNOT00000038253	Mcpt1l3
ENSRNOT00000043182	Mcpt1l3
ENSRNOT00000027988	Mcpt2
ENSRNOT00000059677	Ctsg
ENSRNOT00000059672	RGD1564878
ENSRNOT00000050660	Gzmn
ENSRNOT00000044840	Gzmf
ENSRNOT00000028058	RGD1563645
ENSRNOT00000041430	Gzmb
ENSRNOT00000075687	Olr1297
ENSRNOT00000074265	Olr1295
ENSRNOT00000075732	Olr1294
ENSRNOT00000073106	Olr1293
ENSRNOT00000075754	Olr1291
ENSRNOT00000075218	Olr1291
ENSRNOT00000045736	Olr1291
ENSRNOT00000075355	Olr1280
ENSRNOT00000072814	Olr1278
ENSRNOT00000045209	Gzmbl3
ENSRNOT00000073532	Olr1292
ENSRNOT00000073166	Olr1292
ENSRNOT00000071850	Olr1292
ENSRNOT00000075675	Olr1293
ENSRNOT00000075752	RGD1563645
ENSRNOT00000059660	GZMB
ENSRNOT00000028093	Atp12a
ENSRNOT00000010795	Rnf17
ENSRNOT00000065764	Cenpj
ENSRNOT00000049420	Mphosph8
ENSRNOT00000028145	Mphosph8
ENSRNOT00000028219	Pspc1
ENSRNOT00000047731	RGD1306353
ENSRNOT00000011684	Zmym2
ENSRNOT00000071443	Zmym2
ENSRNOT00000011699	Gja3
ENSRNOT00000011711	Gjb2
ENSRNOT00000011742	Gjb6
ENSRNOT00000043836	RGD1565170
ENSRNOT00000012093	Cryl1
ENSRNOT00000012988	Ift88
ENSRNOT00000064702	N6amt2
ENSRNOT00000013901	Xpo4
ENSRNOT00000014031	Lats2
ENSRNOT00000014397	Sap18
ENSRNOT00000032723	SKA3
ENSRNOT00000064635	Mrp63
ENSRNOT00000063962	Zdhhc20
ENSRNOT00000014820	Zdhhc20
ENSRNOT00000015233	Micu2
ENSRNOT00000015367	Fgf9
ENSRNOT00000015412	Phf11d
ENSRNOT00000059490	RGD1563302
ENSRNOT00000037800	Rcbtb1
ENSRNOT00000007854	RGD1563503
ENSRNOT00000074738	Phf11b
ENSRNOT00000059475	Phf11b
ENSRNOT00000074587	Setdb2
ENSRNOT00000036781	Setdb2
ENSRNOT00000071919	Setdb2
ENSRNOT00000016162	Cab39l
ENSRNOT00000068353	CDADC1
ENSRNOT00000016826	Shisa2
ENSRNOT00000011451	Atp8a2
ENSRNOT00000051937	Atp8a2
ENSRNOT00000017204	Nupl1
ENSRNOT00000063943	Nupl1
ENSRNOT00000065328	Mtmr6
ENSRNOT00000018407	Spata13
ENSRNOT00000018533	C1qtnf9
ENSRNOT00000018845	Mipep
ENSRNOT00000065261	Tnfrsf19
ENSRNOT00000019551	Sacs
ENSRNOT00000075479	Sacs
ENSRNOT00000038665	Sacs
ENSRNOT00000019639	Sgcg
ENSRNOT00000019646	Arl11
ENSRNOT00000020036	Ebpl
ENSRNOT00000034400	Kpna3
ENSRNOT00000020419	Spryd7
ENSRNOT00000012035	Trim13
ENSRNOT00000032514	Kcnrg
ENSRNOT00000071069	Nefm
ENSRNOT00000018637	Nefm
ENSRNOT00000018599	Nefl
ENSRNOT00000048783	RGD1563220
ENSRNOT00000058887	Dock5
ENSRNOT00000030384	Dock5
ENSRNOT00000018006	Gnrh1
ENSRNOT00000017566	Kctd9
ENSRNOT00000031163	Cdca2
ENSRNOT00000016568	Ebf2
ENSRNOT00000015318	Ppp2r2a
ENSRNOT00000014798	Bnip3l
ENSRNOT00000013001	Pnma2
ENSRNOT00000012996	Dpysl2
ENSRNOT00000012736	Adra1a
ENSRNOT00000069822	5S_rR1
ENSRNOT00000058953	Stmn4
ENSRNOT00000058952	Stmn4
ENSRNOT00000012366	Stmn4
ENSRNOT00000012528	Trim35
ENSRNOT00000075735	rno-mir-6320
ENSRNOT00000030007	Ptk2b
ENSRNOT00000030036	Ptk2b
ENSRNOT00000023475	Chrna2
ENSRNOT00000023385	Ephx2
ENSRNOT00000066478	Adam2
ENSRNOT00000022702	Gulo
ENSRNOT00000022095	Clu
ENSRNOT00000022020	Scara3
ENSRNOT00000021621	Ccdc25
ENSRNOT00000021320	Esco2
ENSRNOT00000064306	Pbk
ENSRNOT00000065838	Dleu7
ENSRNOT00000012231	Rnaseh2b
ENSRNOT00000012948	Gucy1b2
ENSRNOT00000045833	Fam124a
ENSRNOT00000051307	Serpine3
ENSRNOT00000035888	INTS6
ENSRNOT00000066864	Wdfy2
ENSRNOT00000069696	5S_rR1
ENSRNOT00000059215	Defb42
ENSRNOT00000059213	Defb41
ENSRNOT00000059212	Defb43
ENSRNOT00000059211	Defb30
ENSRNOT00000059209	Defb44
ENSRNOT00000014177	Ctsb
ENSRNOT00000032089	Fdft1
ENSRNOT00000014198	Neil2
ENSRNOT00000014320	Gata4
ENSRNOT00000015021	Blk
ENSRNOT00000015055	Fam167a
ENSRNOT00000015353	Tdh
ENSRNOT00000015452	Mtmr9
ENSRNOT00000074686	Mir598
ENSRNOT00000015540	Xkr6
ENSRNOT00000073058	Mir598
ENSRNOT00000016027	Pinx1
ENSRNOT00000016503	Sox7
ENSRNOT00000016562	RGD1565212
ENSRNOT00000070815	Rp1l1
ENSRNOT00000072994	Prss55
ENSRNOT00000075276	Prss51
ENSRNOT00000072438	Prss52
ENSRNOT00000072997	Msra
ENSRNOT00000016616	Msra
ENSRNOT00000071197	Msra
ENSRNOT00000053594	Mir124-1
ENSRNOT00000029757	Kif13b
ENSRNOT00000038336	Hmbox1
ENSRNOT00000017962	Hmbox1
ENSRNOT00000038288	Hmbox1
ENSRNOT00000059102	Hmbox1
ENSRNOT00000018071	Ints9
ENSRNOT00000018583	Extl3
ENSRNOT00000071464	Fzd3
ENSRNOT00000018762	Fbxo16
ENSRNOT00000044562	Zfp395
ENSRNOT00000019117	Pnoc
ENSRNOT00000019262	Elp3
ENSRNOT00000036340	Rps17l
ENSRNOT00000024527	Nuggc
ENSRNOT00000019487	Scara5
ENSRNOT00000019209	Adam7
ENSRNOT00000028974	Adamdec1
ENSRNOT00000058715	Adam28
ENSRNOT00000020728	Stc1
ENSRNOT00000032826	Nkx2-6
ENSRNOT00000020753	Nkx3-1
ENSRNOT00000021636	Slc25a37
ENSRNOT00000064428	Entpd4
ENSRNOT00000058663	Loxl2
ENSRNOT00000022706	R3hcc1
ENSRNOT00000023318	Chmp7
ENSRNOT00000066128	Tnfrsf10b
ENSRNOT00000023876	Rhobtb2
ENSRNOT00000039454	Pebp4
ENSRNOT00000024067	Egr3
ENSRNOT00000024614	Bin3
ENSRNOT00000024895	RGD1309922
ENSRNOT00000011277	RGD1308117
ENSRNOT00000011663	Pdlim2
ENSRNOT00000012056	Sorbs3
ENSRNOT00000012993	PPP3CC
ENSRNOT00000013067	Slc39a14
ENSRNOT00000013284	Piwil2
ENSRNOT00000013390	Polr3d
ENSRNOT00000053752	Mir320a
ENSRNOT00000074912	PHYHIP
ENSRNOT00000046054	Bmp1
ENSRNOT00000015035	Sftpc
ENSRNOT00000015104	Lgi3
ENSRNOT00000015169	Reep4
ENSRNOT00000015716	Hr
ENSRNOT00000015969	Nudt18
ENSRNOT00000016209	Fam160b2
ENSRNOT00000067776	Dmtn
ENSRNOT00000016555	Dmtn
ENSRNOT00000017723	Fgf17
ENSRNOT00000032832	Npm2
ENSRNOT00000018440	Xpo7
ENSRNOT00000018725	Dok2
ENSRNOT00000019222	Gfra2
ENSRNOT00000014441	Phyhip
ENSRNOT00000066888	Fndc3a
ENSRNOT00000020186	Cysltr2
ENSRNOT00000020836	Rcbtb2
ENSRNOT00000021752	Rb1
ENSRNOT00000021430	Lpar6
ENSRNOT00000023037	Itm2b
ENSRNOT00000023195	Med4
ENSRNOT00000038436	Nudt15
ENSRNOT00000065195	Sucla2
ENSRNOT00000013408	Htr2a
ENSRNOT00000013324	Esd
ENSRNOT00000047192	Lrch1
ENSRNOT00000039518	RGD1304929
ENSRNOT00000058294	Lrrc63
ENSRNOT00000014502	Lcp1
ENSRNOT00000014909	CPB2
ENSRNOT00000015467	Zc3h13
ENSRNOT00000070257	5S_rR1
ENSRNOT00000064945	Siah3
ENSRNOT00000072138	Spert
ENSRNOT00000030579	4930564B18Rik
ENSRNOT00000000168	Cog3
ENSRNOT00000001389	Slc25a30
ENSRNOT00000001383	Tpt1
ENSRNOT00000044254	Gtf2f2
ENSRNOT00000075786	Kctd4
ENSRNOT00000001371	RGD1307254
ENSRNOT00000001366	Nufip1
ENSRNOT00000058206	Tsc22d1
ENSRNOT00000001360	Tsc22d1
ENSRNOT00000058204	Serp2
ENSRNOT00000032301	Lacc1
ENSRNOT00000032295	Lacc1
ENSRNOT00000030097	Ccdc122
ENSRNOT00000073481	Enox1
ENSRNOT00000074868	Enox1
ENSRNOT00000012530	Dnajc15
ENSRNOT00000012632	Epsti1
ENSRNOT00000038579	RGD1560137
ENSRNOT00000058148	Akap11
ENSRNOT00000013333	Akap11
ENSRNOT00000044063	Dgkh
ENSRNOT00000058079	Dgkh
ENSRNOT00000074956	Vwa8
ENSRNOT00000070840	Vwa8
ENSRNOT00000013780	Vwa8
ENSRNOT00000068216	Rgcc
ENSRNOT00000071805	Naa16
ENSRNOT00000072969	Mtrf1
ENSRNOT00000015517	KBTBD6
ENSRNOT00000071455	Kbtbd6
ENSRNOT00000015605	Wbp4
ENSRNOT00000068269	Elf1
ENSRNOT00000017086	Sugt1
ENSRNOT00000042606	Sugt1
ENSRNOT00000017400	Lect1
ENSRNOT00000062134	Mir759
ENSRNOT00000013210	Tnfsf11
ENSRNOT00000017599	PCDH8
ENSRNOT00000047572	Olfm4
ENSRNOT00000046240	Calm2
ENSRNOT00000045882	Pcdh17
ENSRNOT00000012167	Diaph3
ENSRNOT00000012440	TDRD3
ENSRNOT00000017765	Pcdh20
ENSRNOT00000057924	Pcdh9
ENSRNOT00000043065	RGD1306441
ENSRNOT00000063800	Klhl1
ENSRNOT00000037377	RGD1559682
ENSRNOT00000011926	Dach1
ENSRNOT00000057891	RGD1560069
ENSRNOT00000039400	Mzt1
ENSRNOT00000039344	Bora
ENSRNOT00000037588	Dis3
ENSRNOT00000036350	Pibf1
ENSRNOT00000012239	Pibf1
ENSRNOT00000057843	Klf5
ENSRNOT00000032917	Lmo7
ENSRNOT00000012424	Klf12
ENSRNOT00000012600	Tbc1d4
ENSRNOT00000064942	Tbc1d4
ENSRNOT00000073961	Tbc1d4
ENSRNOT00000012614	Uqcr10
ENSRNOT00000057830	Commd6
ENSRNOT00000012842	RGD1561252
ENSRNOT00000063474	5S_rR1
ENSRNOT00000034987	Scel
ENSRNOT00000065710	Slain1
ENSRNOT00000014747	Ednrb
ENSRNOT00000012828	POU4F1
ENSRNOT00000012881	Rnf219
ENSRNOT00000066433	RGD1308297
ENSRNOT00000013255	RGD1308297
ENSRNOT00000013297	RGD1308297
ENSRNOT00000039423	Ndfip2
ENSRNOT00000013342	Spry2
ENSRNOT00000020876	Trim52
ENSRNOT00000012195	Slitrk1
ENSRNOT00000013182	Irg1
ENSRNOT00000057789	Fbxl3
ENSRNOT00000014583	Mycbp2
ENSRNOT00000038433	Slitrk6
ENSRNOT00000012785	Slitrk5
ENSRNOT00000053780	Mir17-1
ENSRNOT00000053768	Mir18a
ENSRNOT00000053701	Mir19a
ENSRNOT00000053728	Mir20a
ENSRNOT00000053585	Mir19b1
ENSRNOT00000053772	Mir92a1
ENSRNOT00000057664	Gpc5
ENSRNOT00000011571	Dct
ENSRNOT00000067309	Tgds
ENSRNOT00000013329	Gpr180
ENSRNOT00000031036	ABCC4
ENSRNOT00000013366	ABCC4
ENSRNOT00000013520	Cldn10
ENSRNOT00000038596	DZIP1
ENSRNOT00000038611	DZIP1
ENSRNOT00000014182	Dnajc3
ENSRNOT00000072606	Uggt2
ENSRNOT00000071685	Hs6st3
ENSRNOT00000057564	Oxgr1
ENSRNOT00000014300	Mbnl2
ENSRNOT00000032395	Rap2a
ENSRNOT00000014859	Ipo5
ENSRNOT00000072538	Ipo5
ENSRNOT00000015271	Farp1
ENSRNOT00000034723	Stk24
ENSRNOT00000015890	Slc15a1
ENSRNOT00000064705	Dock9
ENSRNOT00000016986	Ubac2
ENSRNOT00000057469	Ubac2
ENSRNOT00000016848	Gpr18
ENSRNOT00000034560	Gpr183
ENSRNOT00000018486	Timm8a2
ENSRNOT00000017211	Tm9sf2
ENSRNOT00000018918	Clybl
ENSRNOT00000042049	Clybl
ENSRNOT00000067577	Zic5
ENSRNOT00000048143	Zic5
ENSRNOT00000066195	Zic2
ENSRNOT00000073471	Gm17430
ENSRNOT00000046324	RGD1564634
ENSRNOT00000057429	Pcca
ENSRNOT00000019144	Pcca
ENSRNOT00000019158	Ggact
ENSRNOT00000019602	Tmtc4
ENSRNOT00000057404	Nalcn
ENSRNOT00000006624	Nalcn
ENSRNOT00000006264	Itgbl1
ENSRNOT00000075343	Fgf14
ENSRNOT00000041551	Fgf14
ENSRNOT00000062148	Mir484
ENSRNOT00000003193	Marf1
ENSRNOT00000061644	Parn
ENSRNOT00000073995	RGD1305537
ENSRNOT00000004217	Bfar
ENSRNOT00000004237	Pla2g10
ENSRNOT00000061709	RGD1565158
ENSRNOT00000072296	A630010A05Rik
ENSRNOT00000065554	Shisa9
ENSRNOT00000073479	Shisa9
ENSRNOT00000004459	Rrn3
ENSRNOT00000004429	Ntan1
ENSRNOT00000003284	PDXDC1
ENSRNOT00000004384	Mpv17l
ENSRNOT00000063751	5S_rR1
ENSRNOT00000004346	RGD1305733
ENSRNOT00000045047	Cpped1
ENSRNOT00000003150	Snx29
ENSRNOT00000035886	Tnfrsf17
ENSRNOT00000074487	GSPT1
ENSRNOT00000044593	Rsl1d1
ENSRNOT00000003213	Gspt1
ENSRNOT00000003309	Zc3h7a
ENSRNOT00000003332	Txndc11
ENSRNOT00000003333	Snn
ENSRNOT00000003412	Litaf
ENSRNOT00000033122	Rmi2
ENSRNOT00000003420	Prm1
ENSRNOT00000003450	Prm2
ENSRNOT00000003451	Prm3
ENSRNOT00000003455	Tnp2
ENSRNOT00000003458	Socs1
ENSRNOT00000003541	Clec16a
ENSRNOT00000061471	Clec16a
ENSRNOT00000032901	Clec16a
ENSRNOT00000003544	Dexi
ENSRNOT00000003572	Ciita
ENSRNOT00000029359	TVP23A
ENSRNOT00000003479	Nubp1
ENSRNOT00000003465	Tekt5
ENSRNOT00000003615	Emp2
ENSRNOT00000039429	Atf7ip2
ENSRNOT00000051564	Rpl39l
ENSRNOT00000044626	Grin2a
ENSRNOT00000003439	RGD1309748
ENSRNOT00000046232	Usp7
ENSRNOT00000003514	Carhsp1
ENSRNOT00000003542	Pmm2
ENSRNOT00000030290	Tmem186
ENSRNOT00000003633	Abat
ENSRNOT00000003700	Mettl22
ENSRNOT00000003749	Tmem114
ENSRNOT00000066534	Rbfox1
ENSRNOT00000070442	5S_rR1
ENSRNOT00000063715	5S_rR1
ENSRNOT00000003832	Rbm25
ENSRNOT00000003843	Fam86a
ENSRNOT00000067932	Alg1
ENSRNOT00000032495	RGD1565166
ENSRNOT00000003888	Nagpa
ENSRNOT00000061253	Sec14l5
ENSRNOT00000004026	Ppl
ENSRNOT00000061236	Ubn1
ENSRNOT00000004159	Glyr1
ENSRNOT00000004176	Rogdi
ENSRNOT00000066754	RGD1563547
ENSRNOT00000061208	Sept12
ENSRNOT00000036954	4930451G09Rik
ENSRNOT00000004298	Anks3
ENSRNOT00000004314	Nudt16l1
ENSRNOT00000004416	Mgrn1
ENSRNOT00000071643	Mir3568
ENSRNOT00000052265	Rpl37a
ENSRNOT00000071746	UBALD1
ENSRNOT00000032371	4930562C15Rik
ENSRNOT00000004999	Cdip1
ENSRNOT00000005031	Hmox2
ENSRNOT00000005109	Nmral1
ENSRNOT00000005479	Dnaja3
ENSRNOT00000006067	Coro7
ENSRNOT00000005490	Vasn
ENSRNOT00000006314	Pam16
ENSRNOT00000006680	Glis2
ENSRNOT00000006979	Tfap4
ENSRNOT00000048687	Srl
ENSRNOT00000073563	Srl
ENSRNOT00000033695	Ubald1
ENSRNOT00000072802	Adcy9
ENSRNOT00000007079	Crebbp
ENSRNOT00000008966	Trap1
ENSRNOT00000009283	Dnase1
ENSRNOT00000033919	Slx4
ENSRNOT00000036189	Nlrc3
ENSRNOT00000036205	Nlrc3
ENSRNOT00000064964	Cluap1
ENSRNOT00000009521	RGD1561796
ENSRNOT00000068577	RGD1561796
ENSRNOT00000009936	Naa60
ENSRNOT00000075238	Naa60
ENSRNOT00000045192	Zfp597
ENSRNOT00000010059	Zfp174
ENSRNOT00000061019	Olr1356
ENSRNOT00000010442	Zfp263
ENSRNOT00000011073	Mefv
ENSRNOT00000060987	Olr1358
ENSRNOT00000041358	Abcc1
ENSRNOT00000004202	Fopnl
ENSRNOT00000044317	Myh11
ENSRNOT00000000029	Nde1
ENSRNOT00000020327	MARF1
ENSRNOT00000069850	5S_rR1
ENSRNOT00000071005	Olr1365
ENSRNOT00000049390	Olr1381
ENSRNOT00000073059	Olr1525
ENSRNOT00000071686	OLR1361
ENSRNOT00000073280	Olr1361
ENSRNOT00000060995	Olr1362
ENSRNOT00000060994	Olr1364
ENSRNOT00000074072	Olr1365
ENSRNOT00000060991	OLR1366
ENSRNOT00000071158	Olr1368
ENSRNOT00000072476	Olr1369
ENSRNOT00000073401	Olr1370
ENSRNOT00000074440	Olr1372
ENSRNOT00000060989	Olr1373
ENSRNOT00000072967	Olr1374
ENSRNOT00000041612	Olr1375
ENSRNOT00000041353	Olr1376
ENSRNOT00000042582	Olr1378
ENSRNOT00000041708	Olr1380
ENSRNOT00000060972	Olr1382
ENSRNOT00000030704	Zfp213
ENSRNOT00000004589	Zfp13
ENSRNOT00000036563	Zscan10
ENSRNOT00000046876	Mmp25
ENSRNOT00000004638	Ccdc64b
ENSRNOT00000004672	Thoc6
ENSRNOT00000004702	Hcfc1r1
ENSRNOT00000004842	Tnfrsf12a
ENSRNOT00000004845	Cldn6
ENSRNOT00000004848	Cldn9
ENSRNOT00000004936	Pkmyt1
ENSRNOT00000005220	Paqr4
ENSRNOT00000005718	Kremen2
